block,entry_ts,topology,challenge_status,R_challenge,flip_status,R_flip,hold_increment_R
2024,2024-01-16 05:38:00,OPPOSITE_NEAREST,CHALLENGE_OPENS,2.588235294117621,CHALLENGER_EARNED,3.034976152623216,0.4467408585055952
2024,2024-01-24 17:03:00,SAME_NEAREST,CHALLENGE_OPENS,-0.2415048543689328,CHALLENGER_EARNED,-0.3258495145631136,-0.08434466019418083
2024,2024-01-24 17:35:00,SAME_NEAREST,CHALLENGE_OPENS,-0.415887850467286,CHALLENGER_EARNED,-0.4808411214953285,-0.06495327102804249
2024,2024-01-29 01:28:00,SAME_NEAREST,CHALLENGE_OPENS,0.3768518518518475,CHALLENGER_EARNED,0.2148148148148098,-0.1620370370370377
2024,2024-01-29 15:48:00,SAME_NEAREST,CHALLENGE_OPENS,-0.2809477756286262,CHALLENGER_EARNED,-0.365570599613153,-0.08462282398452681
2024,2024-02-02 16:03:00,SAME_NEAREST,CHALLENGE_OPENS,-0.2703000275254598,CHALLENGER_EARNED,-0.359757775942746,-0.08945774841728621
2024,2024-02-08 15:31:00,SAME_NEAREST,CHALLENGE_OPENS,-0.3023702754644451,CHALLENGER_EARNED,0.930813581037787,1.2331838565022322
2024,2024-02-12 12:02:00,SAME_NEAREST,CHALLENGE_OPENS,-0.4321280379371672,CHALLENGER_EARNED,0.708950800237114,1.1410788381742811
2024,2024-02-12 12:19:00,SAME_NEAREST,CHALLENGE_OPENS,-0.4368018812463297,CHALLENGER_EARNED,0.6948853615520248,1.1316872427983546
2024,2024-02-12 16:22:00,SAME_NEAREST,CHALLENGE_OPENS,-0.5700179533213672,CHALLENGER_EARNED,0.2939856373429068,0.864003590664274
2024,2024-02-13 15:42:00,SAME_NEAREST,CHALLENGE_OPENS,0.6224772457459449,CHALLENGER_EARNED,0.1408785120696457,-0.4815987336762992
2024,2024-02-13 15:47:00,SAME_NEAREST,CHALLENGE_OPENS,0.4637629418064981,CHALLENGER_EARNED,0.0292752588361276,-0.4344876829703705
2024,2024-02-13 16:08:00,NO_SAME_TARGET,CHALLENGE_OPENS,0.1601584606678012,CHALLENGER_EARNED,-0.1842105263157896,-0.3443689869835908
2024,2024-02-16 17:36:00,OPPOSITE_NEAREST,CHALLENGE_OPENS,0.805755395683453,CHALLENGER_EARNED,0.6231322634200349,-0.1826231322634181
2024,2024-02-20 10:59:00,OPPOSITE_NEAREST,CHALLENGE_OPENS,-0.0087719298245818,CHALLENGER_EARNED,-0.4223057644110414,-0.4135338345864596
2024,2024-02-23 18:34:00,SAME_NEAREST,CHALLENGE_OPENS,-0.3968705547652879,CHALLENGER_EARNED,-0.5727833096254136,-0.1759127548601257
2024,2024-02-23 19:00:00,SAME_NEAREST,CHALLENGE_OPENS,-0.4374170720919966,CHALLENGER_EARNED,-0.6015037593984989,-0.16408668730650228
2024,2024-02-29 15:36:00,SAME_NEAREST,CHALLENGE_OPENS,7.906990521327071,CHALLENGER_EARNED,6.674763033175393,-1.2322274881516782
2024,2024-02-29 15:45:00,SAME_NEAREST,CHALLENGE_OPENS,6.495014955134612,CHALLENGER_EARNED,5.458125623130612,-1.0368893320039998
2024,2024-03-01 12:25:00,SAME_NEAREST,CHALLENGE_OPENS,5.4871794871794535,CHALLENGER_EARNED,4.567639257294393,-0.9195402298850608
2024,2024-03-01 17:15:00,SAME_NEAREST,CHALLENGE_OPENS,6.298924731182741,CHALLENGER_EARNED,5.180645161290267,-1.1182795698924748
2024,2024-03-01 17:42:00,SAME_NEAREST,CHALLENGE_OPENS,4.154138192862582,CHALLENGER_EARNED,3.3644646924829216,-0.78967350037966
2024,2024-03-01 17:45:00,SAME_NEAREST,CHALLENGE_OPENS,4.039346696362318,CHALLENGER_EARNED,3.267260579064608,-0.77208611729771
2024,2024-03-01 18:39:00,NO_SAME_TARGET,CHALLENGE_OPENS,2.403359237904228,CHALLENGER_EARNED,1.881925294560028,-0.5214339433441999
2024,2024-03-04 15:55:00,NO_SAME_TARGET,CHALLENGE_OPENS,9.810657596372227,CHALLENGER_EARNED,7.4523809523812,-2.3582766439910268
