decision_ts,entry_year,run_id,direction,run_seq,final_run_len,P_M,P_W,P_SUPPORT,SCORE,BIN,W,oracle_early_third,early_third_oracle,entry_px,h1_sl_m1,h1_risk_m1,natural_exit_time_m1,natural_child_pnl_m1,R_child
2025-01-08 01:00:05,2025,1457,DOWN,1,3,0.33590238633023334,0.19326538749372005,0.39785798672283207,0.025828266070742234,2,1.0,True,True,2647.73,2656.02,0.6233383827023239,2025-01-08 12:00:00,-5.9699999999998,-0.7201447527140924
2025-01-08 04:00:00,2025,1457,DOWN,2,3,0.1759677954688883,0.19160711619259768,0.33621752198355914,0.011336139215252266,2,1.0,False,False,2648.77,2656.02,0.5471824311767932,2025-01-08 12:00:00,-4.929999999999836,-0.6799999999999774
2025-01-08 08:00:00,2025,1457,DOWN,3,3,0.08530039497233956,0.1845736289565301,0.16683255247889328,0.002626645648555753,1,0.0,False,False,2650.01,2651.51,0.11358065846532364,2025-01-08 08:14:00,-1.5,-1.0
2025-01-08 12:00:00,2025,1458,UP,1,5,0.5274173966617213,0.3064512862361374,0.6424598558173014,0.10383933427326018,3,3.0,True,True,2653.7,2645.23,0.6432670301268256,2025-01-09 08:00:00,4.620000000000346,0.5454545454545991
2025-01-08 16:00:00,2025,1458,UP,2,5,0.36115337872327125,0.4216466859061741,0.4572238621642031,0.06962564977035524,3,3.0,False,False,2660.34,2645.23,1.1469166272346605,2025-01-09 08:00:00,-2.019999999999982,-0.13368630046326702
2025-01-08 20:00:00,2025,1458,UP,3,5,0.07754286818699868,0.4043639842908409,0.1556159837389077,0.004879423690377129,1,0.0,False,False,2655.74,2645.78,0.753642348745195,2025-01-09 08:00:00,2.580000000000382,0.2590361445783625
2025-01-09 01:00:05,2025,1458,UP,4,5,0.07959004336436346,0.48526329615389713,0.16201491668808693,0.006257360653230155,1,0.0,False,False,2662.6,2649.4,0.9990743450268407,2025-01-09 08:00:00,-4.279999999999745,-0.3242424242424094
2025-01-09 04:00:00,2025,1458,UP,5,5,0.032278817811801704,0.349608347824241,0.02967960344157758,0.00033493266767468596,0,0.0,False,False,2658.73,2649.4,0.7083418430155652,2025-01-09 08:00:00,-0.4099999999998545,-0.043944265809202326
2025-01-09 08:00:00,2025,1459,DOWN,1,1,0.3897921827567456,0.2344307013859664,0.9833681033723172,0.08985944447870847,3,3.0,False,False,2658.32,2662.15,0.29157286444983405,2025-01-09 08:33:00,-3.8299999999999272,-1.0
2025-01-09 12:00:00,2025,1460,UP,1,10,0.5617951689815707,0.36535293760298365,0.020803876971474136,0.0042700688806503505,1,0.0,True,True,2665.15,2655.45,0.7398706670187837,2025-01-13 04:00:00,20.33999999999969,2.0969072164947544
2025-01-09 16:00:00,2025,1460,UP,2,10,0.28338673113332774,0.37720842486694345,0.01779541899434214,0.0019022566615752852,1,0.0,True,True,2672.74,2655.45,1.3184095433992171,2025-01-13 04:00:00,12.75,0.7374204742625811
2025-01-09 20:00:00,2025,1460,UP,3,10,0.06592023427427766,0.30676685188908703,0.0013096666623353367,2.6484266192948932e-05,0,0.0,True,True,2666.06,2655.45,0.8090668291331926,2025-01-13 04:00:00,19.429999999999836,1.8312912346842227
2025-01-10 01:00:05,2025,1460,UP,4,10,0.08962620045585586,0.36636763153164525,0.0020068950639915662,6.58986848465377e-05,0,0.0,False,False,2670.81,2662.72,0.6183456963315237,2025-01-13 04:00:00,14.679999999999836,1.8145859085289953
2025-01-10 04:00:00,2025,1460,UP,5,10,0.04489210910147464,0.32219755694473967,0.0007869798651596056,1.13829774075455e-05,0,0.0,False,False,2671.08,2668.34,0.21027678330004368,2025-01-10 15:30:00,-2.7399999999997817,-1.0
2025-01-10 08:00:00,2025,1460,UP,6,10,0.030191862076781848,0.4046400659283198,0.0005465644998276515,6.67728943785679e-06,0,0.0,False,False,2675.09,2668.34,0.5197217053961594,2025-01-10 15:30:00,-6.75,-1.0
2025-01-10 12:00:00,2025,1460,UP,7,10,0.010931152938041535,0.4890954990419055,0.0002932074423880358,1.5675977318488072e-06,0,0.0,False,False,2678.69,2671.53,0.5522343310419802,2025-01-10 15:30:00,-7.1599999999998545,-1.0
2025-01-10 16:00:00,2025,1460,UP,8,10,0.006133181512107195,0.48937293045947416,6.28989358985081e-05,1.88785684497022e-07,0,0.0,False,False,2682.84,2662.72,1.5471855886757753,2025-01-13 04:00:00,2.649999999999636,0.13170974155067547
2025-01-10 20:00:02,2025,1460,UP,9,10,0.0031500616726563226,0.5669656968113506,0.00011489735895751709,2.0520403026015716e-07,0,0.0,False,False,2696.29,2663.69,2.5022577928270735,2025-01-13 04:00:00,-10.800000000000182,-0.33128834355828873
2025-01-13 01:00:05,2025,1460,UP,10,10,0.000240807520657041,0.3980865715718294,1.2912547235715694e-05,1.2378257060866213e-09,0,0.0,False,False,2691.21,2663.69,2.112477951896606,2025-01-13 04:00:00,-5.720000000000255,-0.20784883720931172
2025-01-13 04:00:00,2025,1461,DOWN,1,6,0.32676320112816387,0.21755204701634598,0.394296768548898,0.02802976998183006,2,1.0,True,True,2685.49,2693.2,0.591616457857781,2025-01-14 04:00:00,14.58999999999969,1.8923476005187576
2025-01-13 08:00:00,2025,1461,DOWN,2,6,0.14964580025981195,0.19697054129913819,0.23911831654923962,0.007048207089627646,1,0.0,True,True,2686.79,2693.2,0.49297486559377424,2025-01-14 04:00:00,15.889999999999873,2.478939157566339
2025-01-13 12:00:00,2025,1461,DOWN,3,6,0.0883051399988816,0.15584658005539656,0.11584101640771936,0.0015942103313428583,1,0.0,False,False,2684.71,2691.25,0.5039854442490259,2025-01-14 04:00:00,13.809999999999945,2.111620795107037
2025-01-13 16:00:00,2025,1461,DOWN,4,6,0.09355457490827508,0.3018305794859741,0.2077668079560063,0.005866842573070176,1,0.0,False,False,2669.11,2691.25,1.700094362592819,2025-01-14 04:00:00,-1.7899999999999636,-0.0808491418247504
2025-01-13 20:00:00,2025,1461,DOWN,5,6,0.029172304564315056,0.29927974913768446,0.0693451912719384,0.0006054306739638158,1,0.0,False,False,2660.84,2691.25,2.333275559625627,2025-01-14 04:00:00,-10.059999999999945,-0.3308122328181517
2025-01-14 01:00:05,2025,1461,DOWN,6,6,0.004475213111090456,0.27609493065428853,0.011858972187970234,1.465275218359351e-05,0,0.0,False,False,2663.22,2691.25,2.1558689835196336,2025-01-14 04:00:00,-7.680000000000291,-0.2739921512665086
2025-01-14 04:00:00,2025,1462,UP,1,2,0.59807041285225,0.46288883256170216,0.9983994447526544,0.27639701729582233,3,3.0,False,False,2670.9,2656.75,1.0898459806235354,2025-01-14 12:00:00,-3.6399999999998727,-0.2572438162544063
2025-01-14 08:00:00,2025,1462,UP,2,2,0.17226701378238965,0.33592902742092107,0.36206796181651923,0.02095268843926649,2,1.0,False,False,2668.85,2656.75,0.9339726817059022,2025-01-14 12:00:00,-1.5899999999996908,-0.1314049586776614
2025-01-14 12:00:00,2025,1463,DOWN,1,2,0.31590263700917065,0.15294797583780587,0.4792888291829236,0.023157639663446736,2,1.0,False,False,2667.26,2675.22,0.6152977824294221,2025-01-14 20:00:00,-1.9599999999995816,-0.24623115577885485
