row,time,deal,symbol,type,io,volume,price,order,commission,swap,profit,balance,comment
3944,2026.08.12 12:00:00,1908,GOLD#,buy,in,0.03,4402.04,1908,0.0,0.0,0.0,25279.46,V10_1122
3945,2026.08.12 15:30:08,1909,GOLD#,sell,out,0.03,4382.78,1909,0.0,0.0,-57.78,25221.68,sl 4383.94
3946,2026.08.12 16:00:00,1910,GOLD#,buy,in,0.01,4437.25,1910,0.0,0.0,0.0,25221.68,V10_1123
3947,2026.08.13 04:00:00,1911,GOLD#,buy,in,0.03,4429.1,1911,0.0,0.0,0.0,25221.68,V10_1125
3948,2026.08.13 07:00:28,1912,GOLD#,sell,out,0.03,4398.08,1912,0.0,0.0,-93.06,25128.62,sl 4398.09
3949,2026.08.13 08:00:00,1913,GOLD#,sell,out,0.01,4397.68,1913,0.0,0.0,-39.57,25089.05,
3950,2026.08.13 08:00:00,1914,GOLD#,sell,out,0.03,4397.36,1914,0.0,0.0,-11.61,25077.44,
3951,2026.08.13 08:00:00,1915,GOLD#,sell,out,0.03,4397.35,1915,0.0,0.0,40.53,25117.97,
3952,2026.08.13 08:00:01,1916,GOLD#,sell,in,0.03,4397.24,1916,0.0,0.0,0.0,25117.97,V10_1126
3953,2026.08.13 12:00:00,1917,GOLD#,sell,in,0.01,4375.79,1917,0.0,0.0,0.0,25117.97,V10_1127
3954,2026.08.14 12:00:00,1918,GOLD#,buy,out,0.01,4348.61,1918,0.0,0.0,27.18,25145.15,
3955,2026.08.14 12:00:00,1919,GOLD#,buy,out,0.03,4348.68,1919,0.0,0.0,145.68,25290.83,
3956,2026.08.14 12:00:00,1920,GOLD#,buy,in,0.03,4348.58,1920,0.0,0.0,0.0,25290.83,V10_1128
3957,2026.08.14 16:00:00,1921,GOLD#,buy,in,0.03,4374.18,1921,0.0,0.0,0.0,25290.83,V10_1129
3958,2026.08.14 20:00:00,1922,GOLD#,buy,in,0.01,4386.2,1922,0.0,0.0,0.0,25290.83,V10_1130
3959,2026.08.17 16:00:00,1923,GOLD#,sell,out,0.01,4385.04,1923,0.0,0.0,-1.16,25289.67,
3960,2026.08.17 16:00:00,1924,GOLD#,sell,out,0.03,4385.19,1924,0.0,0.0,33.03,25322.7,
3961,2026.08.17 16:00:00,1925,GOLD#,sell,out,0.03,4385.19,1925,0.0,0.0,109.83,25432.53,
3962,2026.08.17 16:00:01,1926,GOLD#,sell,in,0.03,4385.43,1926,0.0,0.0,0.0,25432.53,V10_1131
3963,2026.08.17 16:53:21,1927,GOLD#,buy,out,0.03,4406.11,1927,0.0,0.0,-62.04,25370.49,sl 4405.80
3964,2026.08.17 20:00:00,1928,GOLD#,buy,in,0.03,4424.53,1928,0.0,0.0,0.0,25370.49,V10_1132
3965,2026.08.18 04:00:00,1929,GOLD#,buy,in,0.01,4434.91,1929,0.0,0.0,0.0,25370.49,V10_1134
3966,2026.08.18 05:33:59,1930,GOLD#,sell,out,0.01,4397.69,1930,0.0,0.0,-37.22,25333.27,sl 4397.90
3967,2026.08.18 08:00:00,1931,GOLD#,sell,out,0.03,4393.37,1931,0.0,0.0,-93.48,25239.79,
3968,2026.08.18 08:00:00,1932,GOLD#,sell,in,0.03,4393.3,1932,0.0,0.0,0.0,25239.79,V10_1135
3969,2026.08.18 12:00:00,1933,GOLD#,sell,in,0.01,4392.95,1933,0.0,0.0,0.0,25239.79,V10_1136
3970,2026.08.19 08:00:00,1934,GOLD#,buy,out,0.01,4348.67,1934,0.0,0.0,44.28,25284.07,
3971,2026.08.19 08:00:00,1935,GOLD#,buy,out,0.03,4348.66,1935,0.0,0.0,133.92,25417.99,
3972,2026.08.19 08:00:00,1936,GOLD#,buy,in,0.03,4348.66,1936,0.0,0.0,0.0,25417.99,V10_1137
3973,2026.08.19 12:00:00,1937,GOLD#,buy,in,0.03,4355.93,1937,0.0,0.0,0.0,25417.99,V10_1138
3974,2026.08.19 16:00:00,1938,GOLD#,buy,in,0.03,4438.36,1938,0.0,0.0,0.0,25417.99,V10_1139
3975,2026.08.20 08:00:00,1939,GOLD#,sell,out,0.03,4488.47,1939,0.0,0.0,150.33,25568.32,
3976,2026.08.20 08:00:00,1940,GOLD#,sell,out,0.03,4488.47,1940,0.0,0.0,397.62,25965.94,
3977,2026.08.20 08:00:00,1941,GOLD#,sell,out,0.03,4488.5,1941,0.0,0.0,419.52,26385.46,
3978,2026.08.20 08:00:01,1942,GOLD#,sell,in,0.03,4488.56,1942,0.0,0.0,0.0,26385.46,V10_1141
3979,2026.08.20 18:01:28,1943,GOLD#,buy,out,0.03,4529.02,1943,0.0,0.0,-121.38,26264.08,sl 4527.85
3980,2026.08.20 20:00:00,1944,GOLD#,buy,in,0.03,4510.37,1944,0.0,0.0,0.0,26264.08,V10_1142
3981,2026.08.25 04:00:00,1945,GOLD#,buy,in,0.03,4684.62,1945,0.0,0.0,0.0,26264.08,V10_1145
3982,2026.08.25 05:51:35,1946,GOLD#,sell,out,0.03,4625.05,1946,0.0,0.0,-178.71,26085.37,sl 4625.05
3983,2026.08.25 08:00:00,1947,GOLD#,sell,out,0.03,4625.81,1947,0.0,0.0,346.32,26431.69,
3984,2026.08.25 08:00:00,1948,GOLD#,sell,in,0.03,4625.66,1948,0.0,0.0,0.0,26431.69,V10_1146
3985,2026.08.25 20:00:00,1949,GOLD#,buy,out,0.03,4643.84,1949,0.0,0.0,-54.54,26377.15,
3986,2026.08.25 20:00:00,1950,GOLD#,buy,in,0.03,4643.88,1950,0.0,0.0,0.0,26377.15,V10_1147
3987,2026.08.26 04:00:00,1951,GOLD#,sell,out,0.03,4637.39,1951,0.0,0.0,-19.47,26357.68,
3988,2026.08.26 04:00:00,1952,GOLD#,sell,in,0.03,4637.36,1952,0.0,0.0,0.0,26357.68,V10_1149
3989,2026.08.26 08:00:00,1953,GOLD#,sell,in,0.01,4640.68,1953,0.0,0.0,0.0,26357.68,V10_1150
3990,2026.08.27 04:00:00,1954,GOLD#,buy,out,0.01,4605.42,1954,0.0,0.0,35.26,26392.94,
3991,2026.08.27 04:00:00,1955,GOLD#,buy,out,0.03,4605.06,1955,0.0,0.0,96.9,26489.84,
3992,2026.08.27 04:00:00,1956,GOLD#,buy,in,0.03,4605.37,1956,0.0,0.0,0.0,26489.84,V10_1151
3993,2026.08.27 08:00:00,1957,GOLD#,buy,in,0.01,4619.05,1957,0.0,0.0,0.0,26489.84,V10_1152
3994,2026.08.27 12:00:00,1958,GOLD#,sell,out,0.01,4598.96,1958,0.0,0.0,-20.09,26469.75,
3995,2026.08.27 12:00:00,1959,GOLD#,sell,out,0.03,4598.93,1959,0.0,0.0,-19.32,26450.43,
3996,2026.08.27 12:00:00,1960,GOLD#,sell,in,0.03,4598.99,1960,0.0,0.0,0.0,26450.43,V10_1153
3997,2026.08.27 16:00:00,1961,GOLD#,sell,in,0.01,4585.42,1961,0.0,0.0,0.0,26450.43,V10_1154
3998,2026.08.27 20:00:00,1962,GOLD#,buy,out,0.01,4615.82,1962,0.0,0.0,-30.4,26420.03,
3999,2026.08.27 20:00:00,1963,GOLD#,buy,out,0.03,4615.85,1963,0.0,0.0,-50.58,26369.45,
4000,2026.08.27 20:00:00,1964,GOLD#,buy,in,0.03,4615.45,1964,0.0,0.0,0.0,26369.45,V10_1155
4001,2026.08.28 04:00:00,1965,GOLD#,sell,out,0.03,4588.86,1965,0.0,0.0,-79.77,26289.68,
4002,2026.08.28 04:00:00,1966,GOLD#,sell,in,0.03,4588.9,1966,0.0,0.0,0.0,26289.68,V10_1157
4003,2026.08.28 08:00:00,1967,GOLD#,sell,in,0.01,4584.36,1967,0.0,0.0,0.0,26289.68,V10_1158
4004,2026.08.28 09:58:11,1968,GOLD#,buy,out,0.01,4611.43,1968,0.0,0.0,-27.07,26262.61,sl 4611.37
4005,2026.08.28 12:00:00,1969,GOLD#,buy,out,0.03,4602.88,1969,0.0,0.0,-41.94,26220.67,
