time,deal,io,type,volume,price,profit,comment,long_lots_after,short_lots_after,gross_lots_after,long_units_after,short_units_after,gross_units_after,state_duration_to_next_deal_hours,opposite_overlap_state
2025.06.18 20:00:00,496,in,buy,0.03,3391.23,0.0,V10_290,0.03,0.0,0.03,3.0,0.0,3.0,2.0841666666666665,0
2025.06.18 22:05:03,497,out,sell,0.03,3373.67,-52.68,sl 3373.84,0.0,0.0,0.0,0.0,0.0,0.0,9.915833333333333,0
2025.06.19 08:00:00,498,in,buy,0.03,3374.71,0.0,V10_292,0.03,0.0,0.03,3.0,0.0,3.0,0.8686111111111111,0
2025.06.19 08:52:07,499,out,sell,0.03,3362.35,-37.08,sl 3362.51,0.0,0.0,0.0,0.0,0.0,0.0,19.13138888888889,0
2025.06.20 04:00:00,500,in,sell,0.01,3368.11,0.0,V10_294,0.0,0.01,0.01,0.0,1.0,1.0,4.0,0
2025.06.20 08:00:00,501,in,sell,0.01,3354.27,0.0,V10_295,0.0,0.02,0.02,0.0,2.0,2.0,12.0,0
2025.06.20 20:00:00,502,out,buy,0.01,3371.6,-17.33,,0.0,0.01,0.01,0.0,1.0,1.0,0.0,0
2025.06.20 20:00:00,503,out,buy,0.01,3371.66,-3.55,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.06.20 20:00:00,504,in,buy,0.03,3371.69,0.0,V10_296,0.03,0.0,0.03,3.0,0.0,3.0,60.0,0
2025.06.23 08:00:00,505,out,sell,0.03,3358.46,-39.69,,0.0,0.0,0.0,0.0,0.0,0.0,0.0002777777777777778,0
2025.06.23 08:00:01,506,in,sell,0.01,3358.46,0.0,V10_298,0.0,0.01,0.01,0.0,1.0,1.0,7.999722222222222,0
2025.06.23 16:00:00,507,out,buy,0.01,3360.57,-2.11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.06.23 16:00:00,508,in,buy,0.01,3360.33,0.0,V10_299,0.01,0.0,0.01,1.0,0.0,1.0,4.0,0
2025.06.23 20:00:00,509,in,buy,0.03,3390.03,0.0,V10_300,0.04,0.0,0.04,4.0,0.0,4.0,5.301111111111111,0
2025.06.24 01:18:04,510,out,sell,0.03,3355.34,-104.07,sl 3355.87,0.010000000000000002,0.0,0.010000000000000002,1.0,0.0,1.0,1.28,0
2025.06.24 02:34:52,511,out,sell,0.01,3346.5,-13.83,sl 3346.94,0.0,0.0,0.0,0.0,0.0,0.0,1.4188888888888889,0
2025.06.24 04:00:00,512,in,sell,0.01,3351.24,0.0,V10_301,0.0,0.01,0.01,0.0,1.0,1.0,24.0,0
2025.06.25 04:00:00,513,in,buy,0.01,3327.21,0.0,V10_303,0.01,0.01,0.02,1.0,1.0,2.0,12.0,1
2025.06.25 16:00:00,514,out,sell,0.01,3320.63,-6.58,,0.0,0.01,0.01,0.0,1.0,1.0,0.0,0
2025.06.25 16:00:00,515,in,sell,0.01,3320.66,0.0,V10_304,0.0,0.02,0.02,0.0,2.0,2.0,4.0,0
2025.06.25 20:00:00,516,out,buy,0.01,3334.93,-14.27,,0.0,0.01,0.01,0.0,1.0,1.0,0.0,0
2025.06.25 20:00:00,517,out,buy,0.01,3335.0,16.24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.06.25 20:00:00,518,in,buy,0.03,3335.01,0.0,V10_305,0.03,0.0,0.03,3.0,0.0,3.0,8.0,0
2025.06.26 04:00:00,519,in,buy,0.01,3334.2,0.0,V10_307,0.04,0.0,0.04,4.0,0.0,4.0,12.0,0
2025.06.26 16:00:00,520,out,sell,0.01,3322.14,-12.06,,0.03,0.0,0.03,3.0,0.0,3.0,0.0,0
2025.06.26 16:00:00,521,out,sell,0.03,3322.21,-38.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.06.26 16:00:00,522,in,sell,0.01,3322.08,0.0,V10_308,0.0,0.01,0.01,0.0,1.0,1.0,12.0,0
2025.06.27 04:00:00,523,in,sell,0.01,3318.85,0.0,V10_310,0.0,0.02,0.02,0.0,2.0,2.0,4.0,0
2025.06.27 08:00:00,524,in,sell,0.01,3294.05,0.0,V10_311,0.0,0.03,0.03,0.0,3.0,3.0,72.0,0
2025.06.30 08:00:00,525,out,buy,0.01,3285.7,8.35,,0.0,0.019999999999999997,0.019999999999999997,0.0,2.0,2.0,0.0,0
2025.06.30 08:00:00,526,out,buy,0.01,3285.7,33.15,,0.0,0.009999999999999997,0.009999999999999997,0.0,1.0,1.0,0.0,0
2025.06.30 08:00:00,527,out,buy,0.01,3285.72,36.36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0002777777777777778,0
2025.06.30 08:00:01,528,in,buy,0.03,3285.83,0.0,V10_313,0.03,0.0,0.03,3.0,0.0,3.0,3.999722222222222,0
2025.06.30 12:00:00,529,in,buy,0.01,3289.01,0.0,V10_314,0.04,0.0,0.04,4.0,0.0,4.0,4.0,0
2025.06.30 16:00:00,530,out,sell,0.01,3282.05,-6.96,,0.03,0.0,0.03,3.0,0.0,3.0,0.0,0
2025.06.30 16:00:00,531,out,sell,0.03,3282.04,-11.37,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.06.30 16:00:00,532,in,sell,0.01,3281.79,0.0,V10_315,0.0,0.01,0.01,0.0,1.0,1.0,3.838611111111111,0
2025.06.30 19:50:19,533,out,buy,0.01,3296.78,-14.99,sl 3296.76,0.0,0.0,0.0,0.0,0.0,0.0,0.1613888888888889,0
2025.06.30 20:00:00,534,in,buy,0.01,3298.36,0.0,V10_316,0.01,0.0,0.01,1.0,0.0,1.0,44.0,0
2025.07.02 16:00:00,535,in,buy,0.03,3346.81,0.0,V10_318,0.04,0.0,0.04,4.0,0.0,4.0,4.0,0
2025.07.02 20:00:00,536,in,buy,0.01,3348.74,0.0,V10_319,0.05,0.0,0.05,5.0,0.0,5.0,8.0,0
2025.07.03 04:00:00,537,out,sell,0.01,3344.85,-3.89,,0.04,0.0,0.04,4.0,0.0,4.0,0.0,0
2025.07.03 04:00:00,538,out,sell,0.03,3344.92,-5.67,,0.010000000000000002,0.0,0.010000000000000002,1.0,0.0,1.0,0.0,0
2025.07.03 04:00:00,539,out,sell,0.01,3345.11,46.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0002777777777777778,0
2025.07.03 04:00:01,540,in,sell,0.03,3345.05,0.0,V10_321,0.0,0.03,0.03,0.0,3.0,3.0,7.999722222222222,0
2025.07.03 12:00:00,541,out,buy,0.03,3356.17,-33.36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.03 12:00:00,542,in,buy,0.03,3356.17,0.0,V10_322,0.03,0.0,0.03,3.0,0.0,3.0,3.500277777777778,0
2025.07.03 15:30:01,543,out,sell,0.03,3338.34,-53.49,sl 3341.87,0.0,0.0,0.0,0.0,0.0,0.0,0.49972222222222223,0
2025.07.03 16:00:00,544,in,sell,0.01,3324.31,0.0,V10_323,0.0,0.01,0.01,0.0,1.0,1.0,16.00027777777778,0
2025.07.04 08:00:01,545,out,buy,0.01,3341.14,-16.83,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.04 08:00:01,546,in,buy,0.03,3341.14,0.0,V10_324,0.03,0.0,0.03,3.0,0.0,3.0,3.999722222222222,0
2025.07.04 12:00:00,547,in,buy,0.01,3343.0,0.0,V10_325,0.04,0.0,0.04,4.0,0.0,4.0,4.0,0
2025.07.04 16:00:00,548,out,sell,0.01,3333.83,-9.17,,0.03,0.0,0.03,3.0,0.0,3.0,0.0,0
2025.07.04 16:00:00,549,out,sell,0.03,3333.89,-21.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.04 16:00:00,550,in,sell,0.03,3333.96,0.0,V10_326,0.0,0.03,0.03,0.0,3.0,3.0,76.0,0
2025.07.07 20:00:00,551,out,buy,0.03,3327.62,19.02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.07 20:00:00,552,in,buy,0.03,3327.64,0.0,V10_327,0.03,0.0,0.03,3.0,0.0,3.0,12.0,0
2025.07.08 08:00:00,553,out,sell,0.03,3329.59,5.85,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.08 08:00:00,554,in,sell,0.01,3329.59,0.0,V10_329,0.0,0.01,0.01,0.0,1.0,1.0,2.0741666666666667,0
2025.07.08 10:04:27,555,out,buy,0.01,3337.96,-8.37,sl 3337.94,0.0,0.0,0.0,0.0,0.0,0.0,1.9258333333333333,0
2025.07.08 12:00:00,556,in,sell,0.01,3323.67,0.0,V10_330,0.0,0.01,0.01,0.0,1.0,1.0,28.0,0
2025.07.09 16:00:00,557,out,buy,0.01,3296.56,27.11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.09 16:00:00,558,in,buy,0.03,3296.47,0.0,V10_331,0.03,0.0,0.03,3.0,0.0,3.0,4.0,0
2025.07.09 20:00:00,559,in,buy,0.03,3312.02,0.0,V10_332,0.06,0.0,0.06,6.0,0.0,6.0,24.0,0
2025.07.10 20:00:00,560,out,sell,0.03,3315.06,9.12,,0.03,0.0,0.03,3.0,0.0,3.0,0.0,0
2025.07.10 20:00:00,561,out,sell,0.03,3315.06,55.77,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.10 20:00:00,562,in,sell,0.01,3314.96,0.0,V10_334,0.0,0.01,0.01,0.0,1.0,1.0,7.516666666666667,0
2025.07.11 03:31:00,563,out,buy,0.01,3330.31,-15.35,sl 3330.26,0.0,0.0,0.0,0.0,0.0,0.0,0.48333333333333334,0
2025.07.11 04:00:00,564,in,buy,0.03,3330.59,0.0,V10_336,0.03,0.0,0.03,3.0,0.0,3.0,4.0,0
2025.07.11 08:00:00,565,in,buy,0.01,3332.43,0.0,V10_337,0.04,0.0,0.04,4.0,0.0,4.0,8.0,0
2025.07.11 16:00:00,566,in,buy,0.01,3355.52,0.0,V10_338,0.05,0.0,0.05,5.0,0.0,5.0,64.0,0
2025.07.14 08:00:00,567,out,sell,0.01,3359.6,4.08,,0.04,0.0,0.04,4.0,0.0,4.0,0.0,0
2025.07.14 08:00:00,568,out,sell,0.01,3359.57,27.14,,0.03,0.0,0.03,3.0,0.0,3.0,0.0,0
2025.07.14 08:00:00,569,out,sell,0.03,3359.51,86.76,,0.0,0.0,0.0,0.0,0.0,0.0,0.0002777777777777778,0
2025.07.14 08:00:01,570,in,sell,0.03,3359.48,0.0,V10_339,0.0,0.03,0.03,0.0,3.0,3.0,2.480277777777778,0
2025.07.14 10:28:50,571,out,buy,0.03,3373.97,-43.47,sl 3373.97,0.0,0.0,0.0,0.0,0.0,0.0,5.519444444444445,0
2025.07.14 16:00:00,572,in,sell,0.01,3350.25,0.0,V10_340,0.0,0.01,0.01,0.0,1.0,1.0,16.0,0
2025.07.15 08:00:00,573,out,buy,0.01,3360.36,-10.11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.15 08:00:00,574,in,buy,0.03,3360.43,0.0,V10_341,0.03,0.0,0.03,3.0,0.0,3.0,4.0,0
2025.07.15 12:00:00,575,in,buy,0.01,3361.17,0.0,V10_342,0.04,0.0,0.04,4.0,0.0,4.0,4.0,0
2025.07.15 16:00:00,576,out,sell,0.01,3348.98,-12.19,,0.03,0.0,0.03,3.0,0.0,3.0,0.0,0
2025.07.15 16:00:00,577,out,sell,0.03,3349.09,-34.02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.15 16:00:00,578,in,sell,0.01,3349.08,0.0,V10_343,0.0,0.01,0.01,0.0,1.0,1.0,4.0,0
2025.07.15 20:00:00,579,in,sell,0.01,3329.3,0.0,V10_344,0.0,0.02,0.02,0.0,2.0,2.0,12.0,0
2025.07.16 08:00:00,580,out,buy,0.01,3338.41,-9.11,,0.0,0.01,0.01,0.0,1.0,1.0,0.0,0
2025.07.16 08:00:00,581,out,buy,0.01,3338.4,10.68,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.16 08:00:00,582,in,buy,0.03,3338.5,0.0,V10_345,0.03,0.0,0.03,3.0,0.0,3.0,4.0,0
2025.07.16 12:00:00,583,in,buy,0.01,3342.08,0.0,V10_346,0.04,0.0,0.04,4.0,0.0,4.0,4.0,0
2025.07.16 16:00:00,584,out,sell,0.01,3334.58,-7.5,,0.03,0.0,0.03,3.0,0.0,3.0,0.0,0
2025.07.16 16:00:00,585,out,sell,0.03,3334.7,-11.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.16 16:00:00,586,in,sell,0.03,3334.73,0.0,V10_347,0.0,0.03,0.03,0.0,3.0,3.0,2.02,0
2025.07.16 18:01:12,587,out,buy,0.03,3343.2,-25.41,sl 3343.01,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0
2025.07.16 20:00:00,588,in,buy,0.01,3349.43,0.0,V10_348,0.01,0.0,0.01,1.0,0.0,1.0,8.0,0
2025.07.17 04:00:00,589,out,sell,0.01,3340.75,-8.68,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.17 04:00:00,590,in,sell,0.01,3340.78,0.0,V10_349,0.0,0.01,0.01,0.0,1.0,1.0,16.0,0
2025.07.17 20:00:00,591,out,buy,0.01,3338.96,1.82,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.17 20:00:00,592,in,buy,0.03,3339.02,0.0,V10_350,0.03,0.0,0.03,3.0,0.0,3.0,8.0,0
2025.07.18 04:00:00,593,in,buy,0.01,3340.04,0.0,V10_352,0.04,0.0,0.04,4.0,0.0,4.0,4.0,0
2025.07.18 08:00:00,594,out,sell,0.01,3336.97,-3.07,,0.03,0.0,0.03,3.0,0.0,3.0,0.0,0
2025.07.18 08:00:00,595,out,sell,0.03,3336.97,-6.15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.18 08:00:00,596,in,sell,0.01,3336.96,0.0,V10_353,0.0,0.01,0.01,0.0,1.0,1.0,2.138333333333333,0
2025.07.18 10:08:18,597,out,buy,0.01,3344.18,-7.22,sl 3344.17,0.0,0.0,0.0,0.0,0.0,0.0,1.8616666666666666,0
2025.07.18 12:00:00,598,in,buy,0.01,3347.79,0.0,V10_354,0.01,0.0,0.01,1.0,0.0,1.0,4.0,0
2025.07.18 16:00:00,599,in,buy,0.01,3360.22,0.0,V10_355,0.02,0.0,0.02,2.0,0.0,2.0,64.0,0
2025.07.21 08:00:00,600,in,buy,0.03,3357.96,0.0,V10_357,0.05,0.0,0.05,5.0,0.0,5.0,4.0,0
2025.07.21 12:00:00,601,in,buy,0.03,3366.19,0.0,V10_358,0.08,0.0,0.08,8.0,0.0,8.0,4.0,0
2025.07.21 16:00:00,602,in,buy,0.03,3387.66,0.0,V10_359,0.11,0.0,0.11,11.0,0.0,11.0,4.0,0
2025.07.21 20:00:00,603,in,buy,0.01,3395.77,0.0,V10_360,0.12,0.0,0.12,12.0,0.0,12.0,12.0,0
2025.07.22 08:00:00,604,out,sell,0.01,3391.32,-4.45,,0.11,0.0,0.11,11.0,0.0,11.0,0.0,0
2025.07.22 08:00:00,605,out,sell,0.03,3391.38,11.16,,0.08,0.0,0.08,8.0,0.0,8.0,0.0,0
2025.07.22 08:00:00,606,out,sell,0.03,3391.29,75.3,,0.05,0.0,0.05,5.0,0.0,5.0,0.0002777777777777778,0
2025.07.22 08:00:01,607,out,sell,0.03,3391.25,99.87,,0.020000000000000004,0.0,0.020000000000000004,2.0,0.0,2.0,0.0,0
2025.07.22 08:00:01,608,out,sell,0.01,3391.26,31.04,,0.010000000000000004,0.0,0.010000000000000004,1.0,0.0,1.0,0.0,0
2025.07.22 08:00:01,609,out,sell,0.01,3391.35,43.56,,0.0,0.0,0.0,0.0,0.0,0.0,7.999722222222222,0
2025.07.22 16:00:00,610,in,buy,0.03,3407.57,0.0,V10_361,0.03,0.0,0.03,3.0,0.0,3.0,4.0,0
2025.07.22 20:00:00,611,in,buy,0.03,3432.35,0.0,V10_362,0.06,0.0,0.06,6.0,0.0,6.0,12.0,0
2025.07.23 08:00:00,612,out,sell,0.03,3423.58,-26.31,,0.03,0.0,0.03,3.0,0.0,3.0,0.0,0
2025.07.23 08:00:00,613,out,sell,0.03,3423.54,47.91,,0.0,0.0,0.0,0.0,0.0,0.0,0.0002777777777777778,0
2025.07.23 08:00:01,614,in,sell,0.03,3423.58,0.0,V10_363,0.0,0.03,0.03,0.0,3.0,3.0,7.999722222222222,0
2025.07.23 16:00:00,615,in,sell,0.01,3420.02,0.0,V10_364,0.0,0.04,0.04,0.0,4.0,4.0,4.0,0
2025.07.23 20:00:00,616,in,sell,0.01,3387.39,0.0,V10_365,0.0,0.05,0.05,0.0,5.0,5.0,32.0,0
2025.07.25 04:00:00,617,in,buy,0.01,3372.4,0.0,V10_367,0.01,0.05,0.060000000000000005,1.0,5.0,6.0,1.3138888888888889,1
2025.07.25 05:18:50,618,out,sell,0.01,3365.01,-7.39,sl 3365.02,0.0,0.05,0.05,0.0,5.0,5.0,2.686111111111111,0
2025.07.25 08:00:00,619,in,sell,0.01,3360.93,0.0,V10_368,0.0,0.060000000000000005,0.060000000000000005,0.0,6.0,6.0,4.0,0
2025.07.25 12:00:00,620,in,sell,0.01,3345.45,0.0,V10_369,0.0,0.07,0.07,0.0,7.0,7.0,68.0,0
2025.07.28 08:00:00,621,out,buy,0.01,3339.76,5.69,,0.0,0.060000000000000005,0.060000000000000005,0.0,6.0,6.0,0.0,0
2025.07.28 08:00:00,622,out,buy,0.01,3339.81,21.12,,0.0,0.05,0.05,0.0,5.0,5.0,0.0,0
2025.07.28 08:00:00,623,out,buy,0.01,3339.77,47.62,,0.0,0.04,0.04,0.0,4.0,4.0,0.0002777777777777778,0
2025.07.28 08:00:01,624,out,buy,0.01,3339.79,80.23,,0.0,0.03,0.03,0.0,3.0,3.0,0.0,0
2025.07.28 08:00:01,625,out,buy,0.03,3339.77,251.43,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.28 08:00:01,626,in,buy,0.03,3339.68,0.0,V10_370,0.03,0.0,0.03,3.0,0.0,3.0,3.999722222222222,0
2025.07.28 12:00:00,627,in,buy,0.01,3336.3,0.0,V10_371,0.04,0.0,0.04,4.0,0.0,4.0,4.0,0
2025.07.28 16:00:00,628,out,sell,0.01,3328.38,-7.92,,0.03,0.0,0.03,3.0,0.0,3.0,0.0,0
2025.07.28 16:00:00,629,out,sell,0.03,3328.28,-34.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.28 16:00:00,630,in,sell,0.01,3328.73,0.0,V10_372,0.0,0.01,0.01,0.0,1.0,1.0,4.0,0
2025.07.28 20:00:00,631,in,sell,0.01,3312.12,0.0,V10_373,0.0,0.02,0.02,0.0,2.0,2.0,12.000277777777777,0
2025.07.29 08:00:01,632,out,buy,0.01,3316.64,-4.52,,0.0,0.01,0.01,0.0,1.0,1.0,0.0,0
2025.07.29 08:00:01,633,out,buy,0.01,3316.63,12.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.29 08:00:01,634,in,buy,0.03,3316.61,0.0,V10_374,0.03,0.0,0.03,3.0,0.0,3.0,3.999722222222222,0
2025.07.29 12:00:00,635,in,buy,0.03,3326.34,0.0,V10_375,0.06,0.0,0.06,6.0,0.0,6.0,4.0,0
2025.07.29 16:00:00,636,in,buy,0.01,3323.49,0.0,V10_376,0.06999999999999999,0.0,0.06999999999999999,7.0,0.0,7.0,16.0,0
2025.07.30 08:00:00,637,out,sell,0.01,3327.16,3.67,,0.05999999999999999,0.0,0.05999999999999999,6.0,0.0,6.0,0.0,0
2025.07.30 08:00:00,638,out,sell,0.03,3326.87,1.59,,0.029999999999999992,0.0,0.029999999999999992,3.0,0.0,3.0,0.0,0
2025.07.30 08:00:00,639,out,sell,0.03,3326.76,30.45,,0.0,0.0,0.0,0.0,0.0,0.0,0.0002777777777777778,0
2025.07.30 08:00:01,640,in,sell,0.03,3326.79,0.0,V10_377,0.0,0.03,0.03,0.0,3.0,3.0,3.999722222222222,0
2025.07.30 12:00:00,641,out,buy,0.03,3332.21,-16.26,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0
2025.07.30 16:00:00,642,in,sell,0.03,3313.28,0.0,V10_378,0.0,0.03,0.03,0.0,3.0,3.0,4.0,0
2025.07.30 20:00:00,643,in,sell,0.01,3298.12,0.0,V10_379,0.0,0.04,0.04,0.0,4.0,4.0,12.0,0
2025.07.31 08:00:00,644,out,buy,0.01,3298.32,-0.2,,0.0,0.03,0.03,0.0,3.0,3.0,0.0,0
2025.07.31 08:00:00,645,out,buy,0.03,3298.32,44.88,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.31 08:00:00,646,in,buy,0.03,3298.31,0.0,V10_380,0.03,0.0,0.03,3.0,0.0,3.0,4.0,0
2025.07.31 12:00:00,647,in,buy,0.03,3310.02,0.0,V10_381,0.06,0.0,0.06,6.0,0.0,6.0,8.0,0
2025.07.31 20:00:00,648,out,sell,0.03,3294.86,-45.48,,0.03,0.0,0.03,3.0,0.0,3.0,0.0,0
2025.07.31 20:00:00,649,out,sell,0.03,3294.81,-10.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.07.31 20:00:00,650,in,sell,0.01,3294.81,0.0,V10_382,0.0,0.01,0.01,0.0,1.0,1.0,16.0,0
2025.08.01 12:00:00,651,out,buy,0.01,3294.54,0.27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.08.01 12:00:00,652,in,buy,0.03,3294.58,0.0,V10_384,0.03,0.0,0.03,3.0,0.0,3.0,4.0,0
2025.08.01 16:00:00,653,in,buy,0.03,3341.46,0.0,V10_385,0.06,0.0,0.06,6.0,0.0,6.0,64.0,0
2025.08.04 08:00:00,654,out,sell,0.03,3359.03,52.71,,0.03,0.0,0.03,3.0,0.0,3.0,0.0002777777777777778,0
2025.08.04 08:00:01,655,out,sell,0.03,3358.9,192.96,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.08.04 08:00:01,656,in,sell,0.01,3358.89,0.0,V10_386,0.0,0.01,0.01,0.0,1.0,1.0,3.999722222222222,0
2025.08.04 12:00:00,657,out,buy,0.01,3358.65,0.24,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0
2025.08.05 08:00:00,658,in,sell,0.03,3371.06,0.0,V10_387,0.0,0.03,0.03,0.0,3.0,3.0,4.0,0
2025.08.05 12:00:00,659,in,sell,0.01,3366.11,0.0,V10_388,0.0,0.04,0.04,0.0,4.0,4.0,5.416666666666667,0
2025.08.05 17:25:00,660,out,buy,0.03,3382.37,-33.93,sl 3382.36,0.0,0.010000000000000002,0.010000000000000002,0.0,1.0,1.0,0.0,0
2025.08.05 17:25:00,661,out,buy,0.01,3382.37,-16.26,sl 3382.36,0.0,0.0,0.0,0.0,0.0,0.0,2.5833333333333335,0
2025.08.05 20:00:00,662,in,buy,0.03,3382.26,0.0,V10_389,0.03,0.0,0.03,3.0,0.0,3.0,12.0,0
2025.08.06 08:00:00,663,out,sell,0.03,3372.48,-29.34,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.08.06 08:00:00,664,in,sell,0.01,3372.46,0.0,V10_391,0.0,0.01,0.01,0.0,1.0,1.0,4.0,0
2025.08.06 12:00:00,665,in,sell,0.01,3365.14,0.0,V10_392,0.0,0.02,0.02,0.0,2.0,2.0,5.926944444444445,0
2025.08.06 17:55:37,666,out,buy,0.01,3378.66,-13.52,sl 3378.64,0.0,0.01,0.01,0.0,1.0,1.0,2.0730555555555554,0
2025.08.06 20:00:00,667,out,buy,0.01,3376.29,-3.83,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.08.06 20:00:00,668,in,buy,0.03,3376.3,0.0,V10_393,0.03,0.0,0.03,3.0,0.0,3.0,8.0,0
2025.08.07 04:00:00,669,out,sell,0.03,3372.03,-12.81,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.08.07 04:00:00,670,in,sell,0.01,3372.18,0.0,V10_395,0.0,0.01,0.01,0.0,1.0,1.0,0.5297222222222222,0
2025.08.07 04:31:47,671,out,buy,0.01,3380.21,-8.03,sl 3379.96,0.0,0.0,0.0,0.0,0.0,0.0,3.4702777777777776,0
2025.08.07 08:00:00,672,in,buy,0.03,3378.27,0.0,V10_396,0.03,0.0,0.03,3.0,0.0,3.0,4.0,0
2025.08.07 12:00:00,673,in,buy,0.01,3378.13,0.0,V10_397,0.04,0.0,0.04,4.0,0.0,4.0,4.0,0
2025.08.07 16:00:00,674,in,buy,0.01,3381.03,0.0,V10_398,0.05,0.0,0.05,5.0,0.0,5.0,16.0,0
2025.08.08 08:00:00,675,out,sell,0.01,3394.19,13.16,,0.04,0.0,0.04,4.0,0.0,4.0,0.0,0
2025.08.08 08:00:00,676,out,sell,0.01,3394.22,16.09,,0.03,0.0,0.03,3.0,0.0,3.0,0.0,0
2025.08.08 08:00:00,677,out,sell,0.03,3394.31,48.12,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0
2025.08.08 12:00:00,678,in,buy,0.03,3394.61,0.0,V10_399,0.03,0.0,0.03,3.0,0.0,3.0,1.6083333333333334,0
2025.08.08 13:36:30,679,out,sell,0.03,3388.72,-17.67,sl 3388.73,0.0,0.0,0.0,0.0,0.0,0.0,6.391666666666667,0
2025.08.08 20:00:00,680,in,buy,0.03,3397.59,0.0,V10_400,0.03,0.0,0.03,3.0,0.0,3.0,1.0002777777777778,0
2025.08.08 21:00:01,681,out,sell,0.03,3380.58,-51.03,sl 3381.16,0.0,0.0,0.0,0.0,0.0,0.0,54.999722222222225,0
2025.08.11 04:00:00,682,in,sell,0.01,3381.59,0.0,V10_402,0.0,0.01,0.01,0.0,1.0,1.0,24.0,0
2025.08.12 04:00:00,683,out,buy,0.01,3354.73,26.86,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.08.12 04:00:00,684,in,buy,0.03,3354.75,0.0,V10_403,0.03,0.0,0.03,3.0,0.0,3.0,4.0,0
2025.08.12 08:00:00,685,in,buy,0.01,3354.6,0.0,V10_404,0.04,0.0,0.04,4.0,0.0,4.0,1.26,0
2025.08.12 09:15:36,686,out,sell,0.01,3346.08,-8.52,sl 3346.14,0.03,0.0,0.03,3.0,0.0,3.0,2.74,0
2025.08.12 12:00:00,687,out,sell,0.03,3347.84,-20.73,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025.08.12 12:00:00,688,in,sell,0.01,3347.78,0.0,V10_405,0.0,0.01,0.01,0.0,1.0,1.0,6.49,0
2025.08.12 18:29:24,689,out,buy,0.01,3358.86,-11.08,sl 3358.77,0.0,0.0,0.0,0.0,0.0,0.0,13.51,0
2025.08.13 08:00:00,690,in,buy,0.03,3352.0,0.0,V10_407,0.03,0.0,0.03,3.0,0.0,3.0,4.0,0
2025.08.13 12:00:00,691,in,buy,0.03,3360.57,0.0,V10_408,0.06,0.0,0.06,6.0,0.0,6.0,16.0,0
2025.08.14 04:00:00,692,in,buy,0.03,3369.53,0.0,V10_410,0.09,0.0,0.09,9.0,0.0,9.0,4.000555555555556,0
2025.08.14 08:00:02,693,in,buy,0.01,3360.43,0.0,V10_411,0.09999999999999999,0.0,0.09999999999999999,10.0,0.0,10.0,2.749722222222222,0
2025.08.14 10:45:01,694,out,sell,0.03,3349.82,-59.13,sl 3349.90,0.06999999999999999,0.0,0.06999999999999999,7.0,0.0,7.0,0.0,0
2025.08.14 10:45:01,695,out,sell,0.01,3349.82,-10.61,sl 3349.90,0.05999999999999999,0.0,0.05999999999999999,6.0,0.0,6.0,0.20777777777777778,0
2025.08.14 10:57:29,696,out,sell,0.03,3345.62,-44.85,sl 3345.63,0.029999999999999992,0.0,0.029999999999999992,3.0,0.0,3.0,0.04833333333333333,0
