decision_ts,entry_year,run_id,direction,entry_px,h1_sl_m1,h1_risk_m1,natural_exit_time_m1,natural_child_pnl_m1,R_child,P_ORACLE13,P_WIN,STD_w1_a50,SLOW_w2_a75,P_X2,P_X3,P_X4,P_X5,grammar_aligned,base_align,slow_align
2025-01-06 16:00:00,2025,1455,DOWN,2624.08,2649.37,1.9024709161354636,2025-01-07 01:00:05,-12.760000000000218,-0.5045472518782221,0.0025370148437560513,0.2531277385416498,0.0035961682195933264,0.1068565523143068,0.026545313697834316,0.002584400137217417,0.0001259444360354669,7.581091412351697e-06,0,1,1
2025-01-06 20:00:00,2025,1455,DOWN,2636.65,2649.37,0.9515854603166394,2025-01-07 01:00:05,-0.19000000000005457,-0.014937106918243518,0.00022748594111792503,0.18645931964202495,0.0007821987271917414,0.039682657083897455,0.0022047572549944135,0.000236902137804307,1.6987046306188808e-05,1.5771575837707817e-06,0,1,1
2025-01-07 01:00:05,2025,1456,UP,2636.84,2632.88,0.2972052497721078,2025-01-08 01:00:05,10.889999999999873,2.7499999999999427,0.4944454285557095,0.3371843093299676,0.4105224818444295,0.03354201544670632,0.7799035798336399,0.4869335012748265,0.4187430452084693,0.262938915265707,1,1,0
2025-01-07 04:00:00,2025,1456,UP,2639.14,2632.88,0.4708205661440329,2025-01-08 01:00:05,8.590000000000146,1.3722044728435256,0.29273736270972067,0.3637691643223889,0.4018268409186736,0.5790045515618903,0.6014023737995965,0.28827183233752784,0.15716813750070371,0.08416763067871443,1,1,1
2025-01-07 08:00:00,2025,1456,UP,2644.57,2632.9,0.8793711360776949,2025-01-08 01:00:05,3.1599999999998545,0.27077977720649826,0.1760250553530713,0.42762984851207597,0.30264263405997743,0.570950550315091,0.5937367059750115,0.17386347069611482,0.06075966023467692,0.024514794460496203,1,1,1
2025-01-07 12:00:00,2025,1456,UP,2641.56,2637.02,0.3427562425118547,2025-01-08 01:00:05,6.170000000000073,1.3590308370044322,0.055604648309861976,0.3046521038155366,0.09072178884087549,0.3900619093086842,0.15642932196581,0.05545189658553695,0.016502171833461338,0.005705399795348596,1,1,1
2025-01-07 16:00:00,2025,1456,UP,2662.77,2637.02,1.9361580894901758,2025-01-08 01:00:05,-15.039999999999964,-0.5840776699029112,0.0681997206514069,0.5561270863897079,0.21408941193179487,0.748659994700567,0.5246158021027229,0.06795648250805522,0.006816873844276898,0.002202617089834382,1,1,1
2025-01-07 20:00:00,2025,1456,UP,2652.65,2641.97,0.8004675041631367,2025-01-08 01:00:05,-4.920000000000073,-0.46067415730336503,0.005701514587942868,0.33247118943842635,0.018002201493077317,0.3213024251590873,0.054837516604909764,0.005713514593258491,0.0005883693381689717,0.00016856958082582464,1,1,1
2025-01-08 01:00:05,2025,1457,DOWN,2647.73,2656.02,0.6233383827023239,2025-01-08 12:00:00,-5.9699999999998,-0.7201447527140924,0.33553629047778744,0.19326538749372005,0.39785798672283207,0.07714191278230366,0.5307162642594941,0.33590238633023334,0.18452625651022794,0.10864614376387988,0,1,0
2025-01-08 04:00:00,2025,1457,DOWN,2648.77,2656.02,0.5471824311767932,2025-01-08 12:00:00,-4.929999999999836,-0.6799999999999774,0.17736772686210797,0.19160711619259768,0.33621752198355914,0.04934132321092551,0.325106331352043,0.1759677954688883,0.07602386117435435,0.03611907419917583,0,1,0
2025-01-08 08:00:00,2025,1457,DOWN,2650.01,2651.51,0.11358065846532364,2025-01-08 08:14:00,-1.5,-1.0,0.08682198838529184,0.1845736289565301,0.16683255247889328,0.046055380941861165,0.14375827514273148,0.08530039497233956,0.03308582157571122,0.01520574762570959,0,1,0
2025-01-08 12:00:00,2025,1458,UP,2653.7,2645.23,0.6432670301268256,2025-01-09 08:00:00,4.620000000000346,0.5454545454545991,0.5238527099864329,0.3064512862361374,0.6424598558173014,0.0863938734260411,0.7357365500256742,0.5274173966617213,0.45831504648458066,0.3258750452248757,1,1,1
2025-01-08 16:00:00,2025,1458,UP,2660.34,2645.23,1.1469166272346605,2025-01-09 08:00:00,-2.019999999999982,-0.13368630046326702,0.36385609118128814,0.4216466859061741,0.4572238621642031,0.0778878442234866,0.7382546066108622,0.36115337872327125,0.20751195945520245,0.07466101379340934,1,1,1
2025-01-08 20:00:00,2025,1458,UP,2655.74,2645.78,0.753642348745195,2025-01-09 08:00:00,2.580000000000382,0.2590361445783625,0.07655914205938619,0.4043639842908409,0.1556159837389077,0.027112036325296032,0.3116041515781032,0.07754286818699868,0.03291391570250859,0.03396480888755404,1,1,1
2025-01-09 01:00:05,2025,1458,UP,2662.6,2649.4,0.9990743450268407,2025-01-09 08:00:00,-4.279999999999745,-0.3242424242424094,0.07737915504690883,0.48526329615389713,0.16201491668808693,0.041620952947446256,0.38270677480203913,0.07959004336436346,0.020015292618200547,0.015687577073497563,1,1,1
2025-01-09 04:00:00,2025,1458,UP,2658.73,2649.4,0.7083418430155652,2025-01-09 08:00:00,-0.4099999999998545,-0.043944265809202326,0.032504183932385314,0.349608347824241,0.02967960344157758,0.009393669538549069,0.07864509499639709,0.032278817811801704,0.007413200389396804,0.0018813394330918494,1,1,1
2025-01-09 08:00:00,2025,1459,DOWN,2658.32,2662.15,0.29157286444983405,2025-01-09 08:33:00,-3.8299999999999272,-1.0,0.39228164644034247,0.2344307013859664,0.016631896627682805,0.009373543922789487,0.5218679250855761,0.3897921827567456,0.2284890777992923,0.15763045764879755,0,0,0
2025-01-09 12:00:00,2025,1460,UP,2665.15,2655.45,0.7398706670187837,2025-01-13 04:00:00,20.33999999999969,2.0969072164947544,0.5601072961008884,0.36535293760298365,0.020803876971474136,0.009725509838699336,0.7714110906101577,0.5617951689815707,0.49780608683366895,0.3850149438295577,1,1,1
2025-01-09 16:00:00,2025,1460,UP,2672.74,2655.45,1.3184095433992171,2025-01-13 04:00:00,12.75,0.7374204742625811,0.27515431935618845,0.37720842486694345,0.01779541899434214,0.013669191100304649,0.6833722676572084,0.28338673113332774,0.15231546810126315,0.17104172627495337,1,1,1
2025-01-09 20:00:00,2025,1460,UP,2666.06,2655.45,0.8090668291331926,2025-01-13 04:00:00,19.429999999999836,1.8312912346842227,0.07136440046180209,0.30676685188908703,0.0013096666623353367,0.0019011640160457722,0.1832296704133262,0.06592023427427766,0.029490591689137067,0.030979827800574927,1,1,1
2025-01-10 01:00:05,2025,1460,UP,2670.81,2662.72,0.6183456963315237,2025-01-13 04:00:00,14.679999999999836,1.8145859085289953,0.0842746073798058,0.36636763153164525,0.0020068950639915662,0.003119756879464783,0.31785309345944257,0.08962620045585586,0.030451081324769546,0.014044159952986848,1,1,1
2025-01-10 04:00:00,2025,1460,UP,2671.08,2668.34,0.21027678330004368,2025-01-10 15:30:00,-2.7399999999997817,-1.0,0.043723922894668886,0.32219755694473967,0.0007869798651596056,0.0016012138325670257,0.20692850041205652,0.04489210910147464,0.011433414664955878,0.0035050484347143775,1,1,1
2025-01-10 08:00:00,2025,1460,UP,2675.09,2668.34,0.5197217053961594,2025-01-10 15:30:00,-6.75,-1.0,0.029148393878808732,0.4046400659283198,0.0005465644998276515,0.0013244610499060444,0.2017964054183321,0.030191862076781848,0.005878297222049763,0.0015769058992419803,1,1,1
2025-01-10 12:00:00,2025,1460,UP,2678.69,2671.53,0.5522343310419802,2025-01-10 15:30:00,-7.1599999999998545,-1.0,0.010540440940245976,0.4890954990419055,0.0002932074423880358,0.001098401659292204,0.12894476618388429,0.010931152938041535,0.001585428329578508,0.0005083371251765047,1,1,1
2025-01-10 16:00:00,2025,1460,UP,2682.84,2662.72,1.5471855886757753,2025-01-13 04:00:00,2.649999999999636,0.13170974155067547,0.006181213880058512,0.48937293045947416,6.28989358985081e-05,0.00035162588925033466,0.08792696712390968,0.006133181512107195,0.0004031121422618217,6.080232130032839e-05,1,1,1
2025-01-10 20:00:02,2025,1460,UP,2696.29,2663.69,2.5022577928270735,2025-01-13 04:00:00,-10.800000000000182,-0.33128834355828873,0.002916751246264486,0.5669656968113506,0.00011489735895751709,0.0011483148518072522,0.09213110108667938,0.0031500616726563226,0.00013003302390334317,1.8417177042598643e-05,1,1,1
2025-01-13 01:00:05,2025,1460,UP,2691.21,2663.69,2.112477951896606,2025-01-13 04:00:00,-5.720000000000255,-0.20784883720931172,0.0002451830622502944,0.3980865715718294,1.2912547235715694e-05,0.00026528136763057417,0.003174185059567083,0.000240807520657041,7.129473097932772e-06,9.301360807975443e-07,1,1,1
2025-01-13 04:00:00,2025,1461,DOWN,2685.49,2693.2,0.591616457857781,2025-01-14 04:00:00,14.58999999999969,1.8923476005187576,0.32187524075040014,0.21755204701634598,0.394296768548898,3.0252596517218966e-05,0.6165460335026188,0.32676320112816387,0.17500084894099766,0.11366059097972991,0,1,0
2025-01-13 08:00:00,2025,1461,DOWN,2686.79,2693.2,0.49297486559377424,2025-01-14 04:00:00,15.889999999999873,2.478939157566339,0.1576280476675473,0.19697054129913819,0.23911831654923962,2.7861648218882278e-05,0.3052378212051136,0.14964580025981195,0.0601962647937035,0.030409884179661013,0,1,0
2025-01-13 12:00:00,2025,1461,DOWN,2684.71,2691.25,0.5039854442490259,2025-01-14 04:00:00,13.809999999999945,2.111620795107037,0.09292957758785428,0.15584658005539656,0.11584101640771936,1.557426953792334e-05,0.19021309396777325,0.0883051399988816,0.027036732193944164,0.007912182723818755,0,1,0
2025-01-13 16:00:00,2025,1461,DOWN,2669.11,2691.25,1.700094362592819,2025-01-14 04:00:00,-1.7899999999999636,-0.0808491418247504,0.09010566555324201,0.3018305794859741,0.2077668079560063,0.7691501795674115,0.33407571629570176,0.09355457490827508,0.013838418949777139,0.006146586724308663,0,1,1
2025-01-13 20:00:00,2025,1461,DOWN,2660.84,2691.25,2.333275559625627,2025-01-14 04:00:00,-10.059999999999945,-0.3308122328181517,0.02940806540627439,0.29927974913768446,0.0693451912719384,0.5703386641347756,0.163809524972397,0.029172304564315056,0.0020286121574049003,0.0008628664888610767,1,1,1
2025-01-14 01:00:05,2025,1461,DOWN,2663.22,2691.25,2.1558689835196336,2025-01-14 04:00:00,-7.680000000000291,-0.2739921512665086,0.0045813755366867276,0.27609493065428853,0.011858972187970234,0.21574001859511904,0.02367217994457036,0.004475213111090456,0.0002898740865798822,0.00015100495138321382,1,1,1
2025-01-14 04:00:00,2025,1462,UP,2670.9,2656.75,1.0898459806235354,2025-01-14 12:00:00,-3.6399999999998727,-0.2572438162544063,0.593618654698992,0.46288883256170216,0.0016005552473455423,0.1205802366935464,0.8831541770408439,0.59807041285225,0.4189665532591448,0.26610915050141604,0,0,0
2025-01-14 08:00:00,2025,1462,UP,2668.85,2656.75,0.9339726817059022,2025-01-14 12:00:00,-1.5899999999996908,-0.1314049586776614,0.1749426720299766,0.33592902742092107,0.36206796181651923,0.10569865417584523,0.3279884755816317,0.17226701378238965,0.10192036887153319,0.04486458863377734,0,1,0
2025-01-14 12:00:00,2025,1463,DOWN,2667.26,2675.22,0.6152977824294221,2025-01-14 20:00:00,-1.9599999999995816,-0.24623115577885485,0.3128942686661726,0.15294797583780587,0.4792888291829236,0.12919267362685705,0.5331366225276207,0.31590263700917065,0.16559645834065906,0.09609412175575249,1,1,1
2025-01-14 16:00:00,2025,1463,DOWN,2662.91,2675.22,0.9512803669121146,2025-01-14 20:00:00,-6.309999999999945,-0.5125913891145388,0.20874499209361344,0.23031424256391167,0.3041785043235939,0.09588633552402924,0.4783650319373386,0.2071919651192675,0.07786148519103842,0.02788132543024051,1,1,1
2025-01-14 20:00:00,2025,1464,UP,2669.22,2659.81,0.7267901826698063,2025-01-16 08:00:00,25.490000000000236,2.708820403825784,0.5663724022961864,0.457370654117898,0.12621047909122748,0.04957797938554598,0.746406341596679,0.5545914693930178,0.4209886625611459,0.31723648870423143,0,0,0
2025-01-15 01:00:05,2025,1464,UP,2678.64,2666.64,0.9273952727379594,2025-01-16 08:00:00,16.070000000000164,1.3391666666666804,0.35276568727740104,0.5150292881648614,0.6437422613281235,0.6012995132717536,0.8306516591182884,0.35007764726420254,0.172750073387316,0.0944394179068159,0,1,1
2025-01-15 04:00:00,2025,1464,UP,2670.18,2666.64,0.27398149782900133,2025-01-16 08:00:00,24.5300000000002,6.929378531073574,0.07060286762169625,0.2838354140752999,0.1882221716299122,0.29638892761226593,0.11796963233649188,0.06885987061202181,0.029180605682161315,0.01812938339484787,0,1,1
2025-01-15 08:00:00,2025,1464,UP,2679.46,2669.32,0.7858082950719387,2025-01-16 08:00:00,15.25,1.5039447731755613,0.0849253627705761,0.51626658961988,0.3376201621402707,0.5029358224693492,0.4421227764256409,0.08837774714707451,0.01822374593206469,0.006901881297986862,0,1,1
2025-01-15 12:00:00,2025,1464,UP,2686.08,2669.32,1.3007877682180944,2025-01-16 08:00:00,8.63000000000011,0.5149164677804434,0.030062911637024858,0.5028824725524371,0.22148448404305288,0.5015283177298208,0.3024982653457967,0.03272594316872093,0.0044585277352430395,0.001275665731505711,0,1,1
2025-01-15 16:00:00,2025,1464,UP,2693.99,2669.32,1.9154094356521911,2025-01-16 08:00:00,0.7200000000002547,0.029185245237140892,0.012288065310138088,0.5157091084854033,0.07409285524585818,0.38101143287551287,0.1512917605848987,0.012287051116507545,0.0009235993573151204,0.00018705919556302904,0,1,1
2025-01-15 20:00:00,2025,1464,UP,2692.81,2676.7,1.2473300203243316,2025-01-16 08:00:00,1.900000000000091,0.11793916821850255,0.0032234700596782398,0.45088480358088173,0.03880443007408352,0.3283867318275912,0.07615917077547071,0.0034080421536453287,0.00018552025144662204,2.9393798919826184e-05,0,1,1
2025-01-16 01:02:44,2025,1464,UP,2697.23,2676.7,1.5940540001398387,2025-01-16 08:00:00,-2.519999999999982,-0.12274719922065062,0.0015236176959015604,0.45253749324492476,0.018455408207595895,0.20883399284541473,0.030619296190784413,0.001632748764199292,6.453666504218264e-05,9.352366362499882e-06,0,1,1
2025-01-16 04:00:00,2025,1464,UP,2696.39,2676.7,1.531037364806559,2025-01-16 08:00:00,-1.6799999999998363,-0.0853224987303114,0.0004161980172474765,0.46598109250148956,0.007587363535658357,0.16307064667690988,0.008202019591247939,0.0004564552982102145,1.0881647382924483e-05,2.5160931501193036e-06,1,1,1
2025-01-16 08:00:00,2025,1465,DOWN,2694.71,2702.21,0.5852616836982857,2025-01-16 10:18:00,-7.5,-1.0,0.4313108228258343,0.19389418603752967,0.0011485611708448747,0.05186380554243592,0.596309001275559,0.44075522794528077,0.22250007875398653,0.12771881630713844,0,0,0
2025-01-16 12:00:00,2025,1466,UP,2705.56,2689.92,1.2186930126778805,2025-01-17 04:00:00,9.110000000000127,0.5824808184143352,0.5290820483080649,0.4191216750466016,0.002644800281245698,0.09364035804820117,0.8548633457160985,0.5192672921185303,0.3929455859655278,0.26703066497354,1,1,1
2025-01-16 16:00:00,2025,1466,UP,2715.45,2689.92,1.9848291181018052,2025-01-17 04:00:00,-0.7799999999997453,-0.03055229142184697,0.2646423918068282,0.35588717672770637,0.0011911193810483132,0.08331930618705961,0.6792956121831355,0.2654861076335767,0.11329304531158851,0.04747812201312251,1,1,1
2025-01-16 20:00:00,2025,1466,UP,2722.04,2700.21,1.6977465695536813,2025-01-17 04:00:00,-7.369999999999891,-0.33760879523591003,0.0677982856534667,0.342492853807452,0.0006695607533110712,0.08003716578981022,0.35573473602701755,0.07092494346159954,0.01842726205171642,0.006487343845195726,1,1,1
2025-01-17 01:00:05,2025,1466,UP,2715.14,2700.21,1.1620729403059287,2025-01-17 04:00:00,-0.4699999999997999,-0.03148024112523812,0.011637318367990538,0.24221413056015834,5.24478289024627e-05,0.0116694253613201,0.0348964401017292,0.011259285945252117,0.002521865350987984,0.0008549651511262849,1,1,1
2025-01-17 04:00:00,2025,1467,DOWN,2714.67,2724.65,0.7790201374177217,2025-01-17 20:00:00,2.0,0.20040080160320606,0.2801514950848785,0.18341929727382927,0.3343022239130756,0.0027989295913924974,0.39692410608860446,0.2795923709059752,0.1495010709931553,0.09396301714333864,0,1,0
2025-01-17 08:00:00,2025,1467,DOWN,2711.63,2717.29,0.44309083595231397,2025-01-17 18:51:00,-5.6599999999998545,-1.0,0.20773840473140032,0.2076477701163201,0.21498860244798626,0.0014131477438343782,0.3648834452402291,0.19477074785125018,0.07340454067604589,0.034842971787200465,0,1,0
2025-01-17 12:00:00,2025,1467,DOWN,2704.63,2717.29,0.9920209544503791,2025-01-17 18:51:00,-12.659999999999854,-1.0,0.14240269506050443,0.2649484234610199,0.31106141070045606,0.6661678079273264,0.45873626202517437,0.14100889398997224,0.03643544473394235,0.014925499529666693,0,1,1
2025-01-17 16:00:00,2025,1467,DOWN,2704.88,2717.29,0.9739244486530183,2025-01-17 18:51:00,-12.409999999999854,-1.0,0.0443245062598661,0.1802112297961231,0.08782107440612494,0.46117224824331476,0.10444345050020176,0.043083333768973726,0.00794490202461884,0.0023824758655929886,0,1,1
2025-01-17 20:00:00,2025,1468,UP,2712.67,2702.69,0.7825695544233914,2025-01-17 22:00:00,-9.980000000000018,-1.0,0.5164620594725767,0.34204037258038655,0.5390162923883429,0.6041697429477687,0.7480913287143441,0.5166344668778416,0.3985434468867622,0.28159196762128264,1,1,1
2025-01-20 01:00:05,2025,1469,DOWN,2701.71,2717.34,1.2247872771156734,2025-01-20 08:00:00,-5.829999999999927,-0.37300063979525827,0.35315995157506413,0.2432019295432287,0.6010595426124018,0.6231966477711172,0.5859501773355762,0.35360062270866227,0.19713809505282268,0.15645178728917453,0,1,1
2025-01-20 04:00:00,2025,1469,DOWN,2693.82,2717.34,1.842425491327336,2025-01-20 08:00:00,-13.7199999999998,-0.5833333333333253,0.15154514523979495,0.3293313891949535,0.4291943909681369,0.5664653266582862,0.5042513896919062,0.16052053760097199,0.04690197054695647,0.035938298376505334,0,1,1
2025-01-20 08:00:00,2025,1470,UP,2707.54,2689.31,1.4272325604129725,2025-01-22 20:00:00,48.929999999999836,2.684037301151936,0.6540507700151766,0.5228440476921162,0.03551523230121342,0.16038935808728572,0.9209435890872962,0.6582148415202893,0.45255123323302315,0.2897893595242499,0,0,0
2025-01-20 12:00:00,2025,1470,UP,2706.4,2702.77,0.28441938145474877,2025-01-20 15:36:00,-3.630000000000109,-1.0,0.19424637695800914,0.3587862885587786,0.44099133545150665,0.38497776121261185,0.5091194129365074,0.1960382816684595,0.1416415991585598,0.07849164051224221,0,1,1
2025-01-20 16:00:00,2025,1470,UP,2705.63,2689.31,1.2798946233508808,2025-01-22 20:00:00,50.83999999999969,3.1151960784313224,0.09823371765393918,0.4194938552133527,0.32882448771784956,0.41234420379970893,0.224841771040181,0.09984916447995432,0.0510304521647309,0.026256149970086896,0,1,1
2025-01-20 20:00:00,2025,1470,UP,2707.96,2701.81,0.483206099370083,2025-01-22 20:00:00,48.50999999999976,7.887804878048625,0.06208686641973126,0.33596074706482704,0.17316442350482775,0.3115655739651974,0.18836387340058403,0.0668071569096688,0.030694903557862505,0.009995886375942668,0,1,1
2025-01-21 01:00:05,2025,1470,UP,2708.36,2703.27,0.4011031581031869,2025-01-21 02:53:00,-5.0900000000001455,-1.0,0.034841091665208504,0.39786076741008275,0.12032408908593609,0.28150659622809654,0.2076447588976616,0.03645708514423514,0.012445151057271498,0.0031109869822726934,0,1,1
2025-01-21 04:00:00,2025,1470,UP,2718.14,2701.81,1.2847418716577477,2025-01-22 20:00:00,38.32999999999993,2.3472137170851255,0.04348583929945513,0.5134634156436183,0.0920241533425138,0.35493245045100824,0.3293285218642978,0.04329279064868193,0.004777610484012736,0.0008346873038176705,1,1,1
2025-01-21 08:00:00,2025,1470,UP,2726.48,2702.74,1.8687520591707276,2025-01-22 20:00:00,29.98999999999978,1.2632687447346034,0.013891812327033012,0.6609982072923776,0.06859128686840839,0.42285246494035617,0.20310311725109134,0.014721100954175914,0.0010104100029241145,0.0001879964457854248,1,1,1
2025-01-21 12:00:01,2025,1470,UP,2721.47,2702.74,1.4728342017300793,2025-01-22 20:00:00,35.0,1.868659903897489,0.001795872188557835,0.5265504450290709,0.007540240995391705,0.13892411714786843,0.014898530147053808,0.0018184630292731629,9.563505986522042e-05,2.6327881945360053e-05,1,1,1
2025-01-21 16:00:00,2025,1470,UP,2726.44,2716.47,0.7837060944197697,2025-01-22 20:00:00,30.029999999999745,3.0120361083248723,0.001501693932369702,0.6449953879566792,0.009448074145300057,0.20579086332817678,0.03666352539207799,0.001604110486519731,5.269056936151019e-05,8.16950311278668e-06,1,1,1
2025-01-21 20:00:00,2025,1470,UP,2740.4,2716.47,1.8747164691659186,2025-01-22 20:00:00,16.06999999999971,0.6715419974926666,0.0008843235728018294,0.7056582930604915,0.007668050861898438,0.25169874456149266,0.049616869304957796,0.0009725986323514501,1.6579882421491768e-05,1.7488030437890576e-06,1,1,1
2025-01-22 01:00:05,2025,1470,UP,2745.28,2716.47,2.263589746872388,2025-01-22 20:00:00,11.1899999999996,0.3884068031933164,0.000152301136935003,0.6414358151902773,0.0021438362864023923,0.13169109658284858,0.007951488975383515,0.00016528106719016931,1.530707787774084e-06,1.1543191793277132e-07,1,1,1
2025-01-22 04:00:00,2025,1470,UP,2748.19,2716.47,2.4971404745401355,2025-01-22 20:00:00,8.279999999999745,0.2610340479192837,4.855364257904823e-05,0.6796670210824327,0.00121766296123735,0.11279548285445548,0.0047032820121644,5.333988723278424e-05,2.361522351166359e-07,1.8187383813728286e-08,1,1,1
2025-01-22 08:00:00,2025,1470,UP,2758.18,2716.47,3.284233663079732,2025-01-22 20:00:00,-1.7100000000000364,-0.04099736274274838,2.291063882005187e-05,0.6810065824198008,0.0007448657319803793,0.10217867741095323,0.00354355537191465,2.5599240901177506e-05,5.1837651147802996e-08,2.5424296424543552e-09,1,1,1
2025-01-22 12:00:00,2025,1470,UP,2758.65,2745.54,1.030479147529456,2025-01-22 20:00:00,-2.180000000000291,-0.16628527841344545,5.759948939993297e-06,0.6021539471652573,0.00018895733910249425,0.044075945884198574,0.0017551989280725243,6.431370959049437e-06,1.2157096465214379e-08,9.293393064800362e-10,1,1,1
2025-01-22 16:00:00,2025,1470,UP,2757.9,2745.54,0.9716724660386569,2025-01-22 20:00:00,-1.430000000000291,-0.11569579288028126,2.0876240315780985e-06,0.5952621477038295,3.594809261019083e-05,0.011236850098206385,0.0004349276436024235,2.350730346584866e-06,3.922113545307726e-09,3.1295861368139294e-10,1,1,1
2025-01-22 20:00:00,2025,1471,DOWN,2756.47,2761.68,0.41009448171022944,2025-01-23 01:00:06,-0.20000000000027285,-0.03838771593095421,0.36169848653810566,0.1580144518000941,1.5044261817570301e-05,0.006322977647529044,0.34272695469362957,0.35276163178752923,0.17758201663972445,0.11872636436574241,0,0,0
2025-01-23 01:00:06,2025,1472,UP,2756.67,2750.44,0.49214954579172443,2025-01-23 04:00:00,-4.070000000000164,-0.6532905296950484,0.4461485621009319,0.327977024195859,7.6007093799130915e-06,0.002323274199717646,0.5795849078873837,0.43469049153640926,0.42085150747899375,0.3215316142079975,1,1,1
2025-01-23 04:00:00,2025,1473,DOWN,2752.6,2761.68,0.7194399921622608,2025-01-23 20:00:00,-5.210000000000036,-0.5737885462555152,0.315660161647336,0.1920267800081069,0.5114492312062867,0.00027284151305157113,0.5052414276248914,0.3164829944280369,0.16493469403623992,0.10168490659391892,0,1,0
